"ശ്രീനിവാസൻ: പറയെടാ... നീ അമേരിക്കയിൽ എവിടെയായിരുന്നു?
മോഹൻലാൽ: അമേരിക്കയിൽ... അതുപിന്നെ അമേരിക്കൻ ജംഗ്ഷനിൽ!
ശ്രീനിവാസൻ: ഹ ഹ ഹ... അമേരിക്കയിൽ അങ്ങോനൊരു സ്ഥലമേ ഇല്ല..!!
മോഹൻലാൽ: എന്ത് വിഢിത്തമാണീ പറയുന്നേ.. ജംഗ്ഷനില്ലാത്ത നാടുണ്ടോ?!
...
ശ്രീനിവാസൻ: How many kilometers from Washington D.C. to Miami Beach?
മോഹൻലാൽ: I am the answers. Kilometers and kilometers.. In these days of degenerating decencies of Miami beach to Washington when diplomacy and duplicity become interchangeability of from complicated from America to America.
...
മോഹൻലാൽ: You talking too much.I kick your face and getout.You talking nonsense in the house of my wife, mother and father.Uncle, send him out, out house, go go go, go away..
ജഗതി: Go away stupid, In the house of my wife and daughter, you will not see any minute of the today, GET OUTHOUSE. GET OUTHOUSE."	മഴപെയ്യുന്നു മദ്ദളം കൊട്ടുന്നു 
ചമ്പൂര്ണ ചാച്ചാരത 	സന്ദേശം
അച്ഛനെ ലോക്കപ്പിൽ നിന്നും വിട്ടില്ലെങ്കിൽ പോലീസ് സ്റ്റേഷൻ ആക്രമിക്കാനായിരുന്നു ഞങ്ങളുടെ പദ്ധതി	സന്ദേശം
അച്ഛൻ വെറുമൊരു അച്ഛനല്ല ഒരു വിപ്ലവകാരിയുടെ അച്ഛനാണ്.... സായുധ വിപ്ലവം ഞങ്ങൾക്ക് പുത്തരിയല്ല അച്ഛാ.	സന്ദേശം
ആരാടാ നിന്റെ കരിങ്കുഴലി 	വടക്കുനോക്കിയന്ത്രം
ഒച്ച ഫോട്ടോയിൽ കിട്ടില്ല മിസ്റ്റർ	വടക്കുനോക്കിയന്ത്രം
കൊട്കൈ!	വിയറ്റ്നാം കോളനി
ഈ പുഴയുടെ കരപിടിച്ചു നടന്നാല്‍ അറബികടലിലെത്തും. അത് ഇനി എത്ര കടവത്ത് ഏത് തോണിക്കാരന്‍ കുത്തി നിര്‍ത്തിയാലും ഇരവഴിഞ്ഞിപ്പുഴ അറബിക്കടലില്‍ എത്തുക തന്നെ ചെയ്യും...	എന്ന് നിന്റെ മൊയ്തീൻ
ജാവ സിമ്പിൾ ആണ്, പവർഫുൾ ആണ് 	പ്രേമം 
നീ മരണ മാസ് ആടാ 	ഒരു വടക്കൻ സെൽഫി 
പകച്ചു പോയി എന്റെ ബാല്യം 	പ്രേമം 
തിരിച്ചെത്തുമോ വത്സാ... നാം കൊതിച്ചീടുമാ സൽസാ..	കുഞ്ഞിരാമായണം
നിന്റെ ചോരക്കെന്താടാ സെന്റ് ന്റെ മണം? ആ, അന്തസ്സോള്ളവരുടെ ചോരയ്ക്ക് സെന്റ് ന്റെ മണം കാണും 	ബോയിങ് ബോയിങ് 
നിങ്ങൾ നിങ്ങളുടെ മദർ ടങ്ങിൽ എന്നോട് സംസാരിച്ചാൽ, ഞാൻ അതേ മദർ ടങ്ങിൽ റിപ്ലൈ തരാം	തൂവൽസ്പർശം
നിന്നെ തൂക്കാൻ ഇവിടത്തെ നിയമത്തിനു ഭയം ആയിരുന്നു... മരിക്കാൻ നിനക്കും. പക്ഷെ ഇതിനു രണ്ടും മന്നാഡിയാർകു ഭയമില്ല	ധ്രുവം
നമുക്ക് ഗ്രാമങ്ങളിൽ ചെന്ന് രാപാർക്കാം	നമുക്ക് പാർക്കാൻ മുന്തിരിത്തോപ്പുകൾ
ഞാൻ ഈ പോളിടെക്‌നിക്കിൽ ഒന്നും പോയിട്ടില്ലല്ലോ. അതുകൊണ്ടീ യന്ത്രത്തിന്റെ പ്രവർത്താനൊന്നും എനിക്ക് നിശ്ച്ചയില്ല. അങ്ങനെ സംഭവിച്ചതാ	തലയനമന്ത്രം
സാഗർ... ഏലിയാസ്... ജാക്കി	ഇരുപതാം നൂറ്റാണ്ട്
ഇതല്ല ഇതിനപ്പരം ചാടി കടന്നവനാണീ കെ.കെ.ജോസഫ്!	വിയറ്റ്നാം കോളനി
മൈ ഫോൺ നമ്പർ ഈസ് ഡബിൾ ടു ഡബിൾ ഫൈവ്	രാജാവിന്റെ മകൻ
വാര്യരേ... എന്താടോ ഞാൻ ഇങ്ങനെ ആയി പോയത്?	ദേവാസുരം
ഞാൻ ഒരു തേവിടിശി ആയതിന്റെ മഹത്വം ഇപ്പോഴാണെനിക്ക് മനസിലായത്!	അവളുടെ രാവുകൾ 
അടിച്ചു മോളെ..	കിലുക്കം
ഒരിക്കലും ഒരു എസ് എസ് എൽ സി കാരൻ ഒരു ഡിഗ്രി കാരനെ വേദനിപ്പിക്കരുത്	നാടോടിക്കാറ്റ് 
പെമ്പിള്ളേരെ റോട്ടികൂടെ നടക്കാൻ നീ സമ്മതിക്കില്ല അല്ലേ?.. ഡാ, നീയാണീ അലവലാതി ഷാജി അല്ലേ?	ലിസ
അത് എന്നെ ഉദ്ദേശിച്ചാണ്... എന്നെ തന്നെ ഉദ്ദേശിച്ചാണ്... എന്നെ മാത്രം ഉദ്ദേശിച്ചാണ്!	സി ഐ ഡി മൂസ
പുലിയെന്നു പറഞ്ഞാ വെറും പുലി അല്ല ... ഒരു സിംഹം!	രാജമാണിക്യം
രാജു മോൻ ഒരിക്കൽ എന്നോട് ചോദിച്ചു, അങ്കിളിന്റെ ഫാദർ ആരാണെന്ന്	രാജാവിന്റെ മകൻ
കൊച്ചു കുട്ടികൾ കുറ്റം ചെയ്താൽ കോലു മിട്ടായി ഡായ് ഡായ് 	തൂവൽസ്പർശം
താലി ആനേ പനിനീര് 	ഗോഡ്ഫാദർ
മുദ്ദു ഗവു 	തേന്മാവിൻ കൊമ്പത്ത് 
സെൻസ് ഉണ്ടാവണം! സെന്സിബിലിറ്റി ഉണ്ടാവണം! സെന്സിറ്റിവിറ്റി ഉണ്ടാവണം!	ദി കിംഗ് 
വട്ടാണല്ലേ	കിലുക്കം
കറുത്തമ്മാ...എന്നോടിഷ്ടമാണോ?	ചെമ്മീൻ
സംഗീതം... അറിയും തോറും അകലം കൂടുന്ന മഹാസാഗരം  	ആറാം തമ്പുരാൻ 
ഗഫൂർ കാ ദോസ്ത് 	നാടോടിക്കാറ്റ് 
മറക്കണോ? പഴയതൊക്കെ ഞാൻ മറക്കണോ? എന്തൊക്കെയാടോ ഞാൻ മറക്കണ്ടത്?	ഗോഡ്ഫാദർ 
ഐ ആം ഭരത്ചന്ദ്രൻ! ജസ്റ്റ് റിമെംബേർ ദാറ്റ്!	കമ്മീഷണർ
ബീഡി ഉണ്ടോ സഗാവേ, ഒരു തീപ്പെട്ടി എടുക്കാൻ?	ലാൽ സലാം 
അയ്യോ അച്ഛാ പോവല്ലേ!	ചിന്താവിഷ്ടയായ ശ്യാമള 
എന്നെ കൊള്ളാതിരിക്കാൻ പറ്റുവോ? ഇല്ല അല്ലേ?	ചിത്രം
Maybe we are poor, coolies, trolley-pullers… But we are not beggars!	അങ്ങാടി
കത്തി താഴെ ഇടെടാ! നിന്റെ അച്ഛനാടാ പറയുന്നേ, കത്തി താഴെ ഇടെടാ!	കിരീടം
കമ്പിളി പുതപ്പ്... കമ്പിളി പൊതപ്പേ 	രാംജി റാവു സ്‌പീക്കിങ്
കൃഷ്ണവിലാസം ഭഗീരഥൻ പിള്ള വലിയ വെടി നാല് ചെറിയ വെടി നാല്	മീശമാധവൻ
നിങ്ങളിൽ ആർക്കാടാ ഭംഗിയായി ഷൂ പോളിഷ് ചെയ്യാൻ അറിയാവുന്നത്??	പഞ്ചാബി ഹൗസ്
ആ... ഇപ്പഴാ ഞാൻ ശ്രദ്ധിച്ചത്. എന്റെയും ചേട്ടന്റെയും ശബ്ദം ഒരുപോലിരിക്കുന്നു.	പട്ടണപ്രവേശം
വസുമതി...അതു മതി.	ചതിക്കാത്ത ചന്തു
വേഗം വെയിറ്റ് ചെയ്തോ, സമയം കളയേണ്ട.	ചതിക്കാത്ത ചന്തു
അഡ്ജസ്റ്റ്മെന്റ്റൊക്കെ എനിക്കറിയാം. താനൊരു കാമുകനല്ലേ? താൻ ഒളിച്ചോടിപ്പോവുകയല്ലേ? കുറച്ചൊക്കെ ഉത്തരവാദിത്തം വേണ്ടേ? തനിക്ക് കുറച്ച് നേരത്തെ വന്നാലെന്താ?	ചതിക്കാത്ത ചന്തു
തമിഴ് പറഞ്ഞാൽ തമിഴനാവില്ല. മലയാളം പറഞ്ഞാൽ മലയാളിയാവില്ല. പക്ഷെ ഒരു കൊല ചെയ്‌താൽ...കൊലയാളിയാവും.	ചതിക്കാത്ത ചന്തു
ഒരാൾ ജനിക്കാൻ ദാ, ഇത്രയും സമയം മതി. പ്രേമിക്കാൻ പക്ഷെ അതിൻറെ പകുതി സമയം മതി. അത് കൊണ്ടല്ലേ പെണ്ണുങ്ങളെ കാണുമ്പോൾ ഒരു കണ്ണിറുക്കി കാണിക്കുന്നത്.	ചതിക്കാത്ത ചന്തു
പോലീസുകാര് വന്നത് രാത്രിയിലായിരുന്നു. ഇരുട്ടായത് കൊണ്ട് അവരെന്നെ കണ്ടില്ല.	ചതിക്കാത്ത ചന്തു
ഡോണ്ട് ടച്ച് മൈ മെച്യൂരിറ്റി.	ചതിക്കാത്ത ചന്തു
അല്ലെങ്കിലും, ഒരു ആണും പെണ്ണും ഇരട്ടകളായാൽ...അതൊന്നും ചില പരട്ടകൾക്ക് ഇഷ്ട്ടപ്പെടില്ല.	ചതിക്കാത്ത ചന്തു
"റോമിയോ: ഞാൻ റോമിയോ, റോമി എന്ന് വിളിക്കും.
ചന്തു: ഞാൻ ചന്തു, ചന്തി...വേണ്ട, ചന്തു എന്ന് തന്നെ വിളിച്ചാൽ മതി."	ചതിക്കാത്ത ചന്തു
"റോമിയോ: ഹായ്, ഇത് കൊള്ളാം. ഇതാവുമ്പോൾ ഷഡീം വേണ്ട, ബെർമുടയും വേണ്ട.
ചന്തു: അതെ, ഇത് ഞാൻ കഥ പറയുമ്പോൾ ഇടാനുള്ളതാ.
റോമിയോ: കഥ പറയുമ്പോൾ ഇടുന്നതിലും നല്ലത് കക്കൂസിൽ പോകുമ്പോൾ ഇടുന്നതാടാ."	ചതിക്കാത്ത ചന്തു
അവളുടെ പേരറിയാൻ അവൻ അവളോട്‌ ഇംഗ്ലീഷിൽ ചോദിച്ചു,May I know my name?.	ചതിക്കാത്ത ചന്തു
അരമണ്ടൻ സാറേ, അല്ല അരവിന്ദൻ സാറേ ഇതെത്ര നേരമായി ഞാൻ വന്നിട്ടെന്നറിയുമോ.	ചതിക്കാത്ത ചന്തു
ഇത്രയ്ക്കു പോപ്പുലറായ എന്നെ കണ്ടിട്ടു മനസ്സിലായില്ലേടാ ജാഡത്തെണ്ടി.	ചതിക്കാത്ത ചന്തു
അംഗങ്ങൾക്കൊന്നും ഒരു ഭംഗവും ദൈവാധീനം കൊണ്ട് സംഭവിച്ചില്ല.	ചതിക്കാത്ത ചന്തു
ഹും... നായ. എടോ, മോഹൻ തോമസിന്റെ ഉച്ഛിഷ്ടവും അമേധ്യവും കൂട്ടിക്കൊഴച്ചിട്ട് നാലുനേരം മൃഷ്ടാന്നം വെട്ടിവിഴുങ്ങി എമ്പക്കവും വിട്ട് ആസനത്തിൽ വാലും ചുരുട്ടിവച്ച് അവന്റെ കാൽച്ചുവട്ടിൽ കിടക്കുന്ന തന്നെയും ഇയാളെയും പോലുള്ള പരമനാറികൾക്കേ ആ പേര് ചേരൂ. എനിക്കു ചേരില്ല.	കമ്മീഷണർ
കാക്കിയിട്ടവന്റെ നേരെ കൈയോങ്ങിയാൽ തനിക്കു നോവില്ല. കൂട്ടത്തിലൊരുത്തൻ ചങ്കുകീറി ചോരയൊലിപ്പിച്ചു നിക്കുന്നതു കണ്ടാലും തനിക്കു നോവില്ല. പക്ഷേ, തന്റെ മുന്നിൽ വച്ച് ഈ പൊലയാടി മോന്റെ രോമത്തെ തൊട്ടാ തനിക്കു നോവും, അല്ലേടാ പന്ന പൊലയാടി...	കമ്മീഷണർ
 സൽക്കാരവും പാർട്ടിയും സ്വാപ്പിംഗും ഡിന്നറും ബഹളവുമൊക്കെ കഴിഞ്ഞ് എപ്പോഴെങ്കിലും സാറിനും മാത്രമായി ഇവരെ ഒറ്റയ്ക്ക് കിട്ടുമെങ്കിൽ ഒന്നറിയിച്ചു കൊടുക്കണം. കഴിയുമെങ്കിൽ ഒന്നു മനസ്സിലാക്കി കൊടുക്കണം, ആണെന്ന വാക്കിന്റെ അർത്ഥമെന്താണെന്ന്.	കമ്മീഷണർ
സാറിനെ ഒരിക്കലും മറക്കാൻ പറ്റില്ലെന്ന് അന്ന് കണ്ണുനിറഞ്ഞു പറഞ്ഞതോർമ്മയുണ്ടോ, മാഡം അച്ചാമ്മ വർഗ്ഗീസിന്? പത്രക്കാർക്ക് കൊടുക്കാതെ ഇപ്പോഴും എന്റെ പേഴ്സണൽ ഫയലിൽ ഞാൻ സൂക്ഷിച്ചിട്ടുണ്ട്, അന്നത്തെ പഴയ അക്കാമ്മ ചാക്കോയുടെ ഫോട്ടോയും സ്റ്റേറ്റ്മെന്റ്സും	കമ്മീഷണർ
ഈ കേരളമെന്ന ഇട്ടാവട്ടത്തിൽ കിടന്ന് ഒരു സാദാ പോലീസ് ഓഫീസറോട് തായം കളിക്കാൻ മോഹൻ തോമസ് തയ്യാറല്ല എന്നല്ല; താല്പര്യമില്ല. I am not interested	കമ്മീഷണർ
മോഹൻ തോമസുമായി ഒരു യുദ്ധത്തിനാണ് പുറപ്പാടെങ്കിൽ അതിന് ഭരത് ചന്ദ്രൻ ഇന്നുവരെ ശേഖരിച്ചു വച്ച ആയുധങ്ങളൊന്നും ഒരുപക്ഷേ മതിയായില്ലെന്നു വരും.	കമ്മീഷണർ
ആ... പണ്ടെങ്ങാണ്ടിവൻ റിസർവ് വനത്തി കേറി മ്ലാവിനെ വെടിവച്ചെന്ന് പറഞ്ഞ് ഫോറസ്റ്റീന്ന് വിജിലൻസിലോട്ട് ഒരു കമ്പ്ലയിന്റ്....കാര്യം തിരക്കിയപ്പോ സംഗതി ശരിയാ, പിന്നീട് വീട് റെയിഡ് ചെയ്തപ്പോ... മ്ലാവിന്റെ തോലോ പൂടയോ വാഴയ്ക്കയോ ഏതാണ്ട് കിട്ടുകയും ചെയ്തു..അതിന്റെ പുറത്താ ഈ വാറന്റ്...	കമ്മീഷണർ
"രമണൻ: ഇതെന്താണെന്നു നോക്കിയേ
ഗംഗാധരൻ: കല്ലാസ്
രമണൻ: കല്ലാസല്ല കള്ളാസ്"	പഞ്ചാബി ഹൗസ്
"ഗംഗാധരൻ: ഡാഡിയെ നിനക്കറിയാവോ
രമണൻ: അത് മമ്മിക്കറിയാലോ
ഗംഗാധരൻ: മമ്മിയെ നിനക്കറിയാം ല്ലേ
രമണൻ: അത് ഇവനറിയാലോ
ഗംഗാധരൻ: അതിനു ഇവൻ ആരാടാ
രമണൻ: അത് അവർക്കറിയാലോ
ഗംഗാധരൻ: ആർക്കു
രമണൻ: ഡാഡിക്കും മമ്മിക്കും"	പഞ്ചാബി ഹൗസ്
ഇവൻ ആരാ എന്നറിയാൻ ഒരു ഐഡിയ ..ഇവന്റെ ഒരു ഫോടോ എടുത്തിട്ട ഇവനെ തന്നെ കാണിച്ചിട്ട് ഇതാര എന്ന് ഇവനോട് തന്നെ ചോദിച്ചാൽ പോരെ അപ്പൊ അവൻ പറയില്ലേ	പഞ്ചാബി ഹൗസ്
"രമണൻ: ഇതെന്താ ഇത് എന്ത് പറ്റി മുതലാളീ
ഗംഗാധരൻ: ദേ ഇത് ശരിയാവില്ല ..അവൻ ജെട്ടി ഇട്ടിരിക്കുന്നു
രമണൻ: അത് കൊണ്ട്
ഗംഗാധരൻ: ഞാൻ ഇട്ടിട്ടില്ലെടാ"	പഞ്ചാബി ഹൗസ്
ഒരു ബോട്ട് തിരിച്ചു പിടിക്കാൻ വരുമ്പോഴെങ്കിലും ഷഡി ഇട്ടൂടെ	പഞ്ചാബി ഹൗസ്
"മനീന്ദർ സിംഗ്: ഊം എന്ത് പറ്റി ധൈര്യം ചോർന്നു പോയോ
രമണൻ: ഏയ്‌ വല്ലതും ചോർന്നു പോയാൽ തടയാൻ ഒന്നും ഇട്ടിട്ടില്ല എന്ന് പറയുവായിരുന്നു"	പഞ്ചാബി ഹൗസ്
"രമണൻ: അല്ല മുതലാളി, എന്താ നമ്മുടെ ഭാവി പരിപാടി?
ഗംഗാധരൻ: എന്തു ഭാവി? വർത്തമാനം പറയാത്ത ഈ ഭൂതത്തിന്റെ കൈയിലാ നമ്മുടെ ഭാവി."	പഞ്ചാബി ഹൗസ്
നാറിയല്ല, പ്യാരി...	കല്ല്യാണരാമൻ
അതേ, ഞാൻ തേങ്ങ ഒടച്ചപ്പളേ, ഒരു പീസ് വെള്ളത്തിൽ പോയതാണ്.	കല്ല്യാണരാമൻ
ഓ, ഹോ... അങ്ങനെയും വായിക്കാമോ? പുതിയ ലിപിയായതുകൊണ്ടാ. അല്ലെങ്കിൽ ഞാൻ കലക്കിയേനെ.	കല്ല്യാണരാമൻ
ചത്ത കിളിക്ക് എന്തിനാ കൂട് .	കല്ല്യാണരാമൻ
ബോധമില്ലാപ്പെണ്ണിന്, ഡാക്ട്ടർ പയ്യൻ. ഈ മേര്യേജിന്റെ വേൾഡ് ഹിസ്റ്ററീല് ഇതാദ്യത്തെ സംഭാവായിരിക്കുള്ളു, പെണ്ണ് ബോധം കെട്ട് കിടക്കുമ്പോ ഒരു പെണ്ണ് കാണല്.	കല്ല്യാണരാമൻ
ആദ്യത്തെ സംഭവൊന്നും അല്ല. എന്റെ പെണ്ണുകാണലും ഇങ്ങനെയൊക്കെ തന്നെയായിരുന്നു. ഒരു വ്യത്യാസേ ഉള്ളു. എന്നെ കണ്ടതിനു ശേഷാ പെണ്ണിന്റെ ബോധം പോയത്.	കല്ല്യാണരാമൻ
വെഷമം വരുമ്പോ ഞാൻ ചട്ടകം എടുത്ത്, ചൂടുള്ള പായസത്തിലിട്ട് രണ്ടെളക്കെളക്കും. എന്നിട്ടും വെഷമം തീർന്നില്ലെങ്കി രണ്ട് പപ്പടങ്ങട്ട് കാച്ചും.	കല്ല്യാണരാമൻ
സ്നേഹത്തോടെ ഇത്തരി ആട്ടുങ്കാട്ടമെടുത്തു ഉണക്കമുന്തിരിയന്നെന്നു പറഞ്ഞാൽ നിങ്ങളുതിന്നുമോ?തിന്നുമോന്നു? വെറുതെ. ഒരു മിനുട്ട്.	കല്ല്യാണരാമൻ
അതെന്താ നിന്നെ അച്ചാർ ഇടാൻ പോകുന്നോ... രാമൻകുട്ടി അച്ചാർ. സത്യം പറയെടാ. നിങ്ങൾ തമ്മിൽ ലവ് അല്ലേ?	കല്ല്യാണരാമൻ
മോനേ, കന്നിമാസം വന്നോ എന്നറിയാൻ പട്ടിക്ക് കലണ്ടർ നോക്കേണ്ട ആവശ്യമില്ല.	കല്ല്യാണരാമൻ
എടാ, നീയൊന്ന് ആഞ്ഞുപിടിച്ചാൽ ഈ പന്തല് പൊളിക്കുന്നതിന് മുൻപ് ഒരു കല്യാണം കൂടി നടത്തിയിട്ട് പോകാം. നിങ്ങൾ രണ്ടു കുടുംബക്കാര് തമ്മിലുള്ള അവിഹിതബന്ധം ഒന്ന് സ്ട്രോംഗ് ആക്കുകയും ചെയ്യാം.	കല്ല്യാണരാമൻ
അന്ന് ഇവന്റെ ഇളയമോൻ ഞാനായിരുന്നു. ടിന്റുന്നായിരുന്നു പേര്. മാസ്റ്റർ ടിന്റുമോൻ. നേഴ്സറിയിൽ പഠിക്കുമ്പോൾ ഷുഗർ വന്നു മരിച്ചു.	കല്ല്യാണരാമൻ
ലിറ്റിൽ ഫ്ലവർ കോൺവെന്റ് ഗേൾസ് ഹൈസ്കൂൾ, നടത്തറ.	കല്ല്യാണരാമൻ
നിങ്ങളൊക്കെ ഇവിടെ പന്തല് കെട്ടാൻ വന്നതോ അതോ സർക്കസ്സ് കളിയ്ക്കാൻ വന്നതോ ? ഇങ്ങനെയുള്ളവന്മാരുടെ ശല്യം കാരണാ ചിലര് കല്യാണം ഓഡിറ്റോറിയത്തിലേക്ക് മാറ്റി വെക്കുന്നത്	കല്ല്യാണരാമൻ
താനൊന്ന് മിണ്ടാണ്ടിരിക്ക്ണ്ടാ. ഈ വാർപ്പിന്നെന്റെ കോൺസെൻട്രേഷൻ പോണുന്ന്.	കല്ല്യാണരാമൻ
ഒരു വൃദ്ധൻ... ഈ വൃദ്ധൻ ഹോട്ടലാണെന്നു കരുതി ഒരു ബാർബർ ഷാപ്പിൽ കയറി. അപ്പോൾ വൃദ്ധൻ ബാർബറോട്, എന്തുണ്ട്? അപ്പോൾ ബാർബർ, കട്ടിങ്ങും ഷേവിങ്ങും. അപ്പോൾ വൃദ്ധൻ, രണ്ടും ഓരോ പ്ലേറ്റ് പോരട്ടേ.	വടക്കുനോക്കിയന്ത്രം
പെണ്ണുകാണാൻ വന്ന പയ്യന്റെ അച്ഛനോട് പെണ്ണിന്റെ അച്ഛൻ, ടിഫിൻ കഴിച്ചുകഴിഞ്ഞിട്ട് അഭിപ്രായം പറയാമെന്നാണല്ലോ പറഞ്ഞിരുന്നത്. എന്നിട്ടെന്താണു പറയാത്തത്? അപ്പോൾ പയ്യന്റെ അച്ഛൻ, ബജിയിൽ ഉപ്പു പോരാ.	വടക്കുനോക്കിയന്ത്രം
അച്ഛനെപ്പോൾ വന്നു? വീട്ടിലെല്ലാവർക്കും സുഖമാണോ അച്ഛാ?	വടക്കുനോക്കിയന്ത്രം
എന്നെ അറിയാവുന്നവരോട് ഞാൻ പണ്ടേ പറഞ്ഞിട്ടുണ്ട് നാർക്കോട്ടിക്സ് ഈസ് എ ഡർട്ടി ബിസിനസ്	"ലൂസിഫർ
"
ദിസ് ഈസ് ദ വേൾഡ്സ് ബിഗ്ഗസ്റ്റ് കോമഡി ബേബ്. ഇറ്റീസ് കാൾഡ് ഇന്ത്യൻ പൊളിറ്റിക്ക്സ്	"ലൂസിഫർ
"
ഇത് വല്ല്യ തമാശ ആയിട്ട് എനിക്ക് തോന്നുന്നില്ല ..ഇത് കൊണ്ട് തന്നെയാണ് ഈ ഇൻവെസ്റിഗെഷന് എന്റെ കൂടെ മലയാളി വേണ്ടാ എന്ന് പറഞ്ഞത് ..മലയാളികൾ പരസ്പരം പാര വെക്കും ഈ ജാതി ആകുന്പോ ആ പ്രശ്നം ഇല്ലല്ലോ	വന്ദനം
പച്ചപ്പട്ടുടുത്ത പ്രകൃതി, പട്ടുമുടുത്തൊരു പച്ചപനന്തത്തയായി പാട്ടും പാടി അവൾ പറന്നുവരുന്നതായി നിനക്ക് തോന്നിയോ?	വന്ദനം
നീ മറ്റൊരു അരയന്നമായി നീലത്തടാകത്തിൽ നീന്തിത്തുടിക്കുമ്പോൾ സ്നേഹപ്പൂക്കളുമായി കാത്തുനിന്നപ്പോൾ ഒരു സ്വപ്നസുന്ദരിയെപ്പോലെ അവൾ വരുന്നത് നീ കണ്ടോ?	വന്ദനം
എന്റമ്മേ... നീലനിശീഥിനിയിൽ താമരപ്പൊയ്കയിൽ നീന്തിത്തുടിക്കുന്ന ഒരു അരയന്നമായി കണ്ടു.	വന്ദനം
മറന്നും പൊറുത്തുമൊക്കെ ജീവിക്കാൻ, ഞാൻ ബ്രാഹ്മണനോ ശൂദ്രനോ വൈശ്യനോ ഒന്നുമല്ല. മന്നാടിയാർ ക്ഷത്രിയനാണ്... ക്ഷത്രിയൻ.	ധ്രുവം
ധൈര്യവും വിഢിയുടെ സാഹസവും രണ്ടും രണ്ടാണു മാരാർ സാറെ.	ധ്രുവം
നരസിംഹം. Half man, half lion. എനിക്കൊത്ത എതിരാളി. പക്ഷേ, എന്തുചെയ്യാം. അങ്കം കുറിച്ചപ്പോൾ ഒരു സിംഹം അകത്ത്. എന്നും ഞാൻ അകത്തായിരിക്കുമെന്നു നീ കരുതണ്ട. ആയുസ്സിനു വേണ്ടി ഉറച്ചു പ്രാർത്ഥിച്ചോ.	ധ്രുവം
നിന്റെ തന്ത. മനുഷ്യര് കയറിയിരിക്കുന്നടത്ത് കയറിയിരുന്ന് നാലുകാലും വാലുമുള്ള ജന്തുവിന്റെ സ്വഭാവം കാണിക്കുന്നവനല്ലേ നീയ്.	ധ്രുവം
അതെ, ഞാൻ തന്നെ. എനിക്കുണ്ടായിരുന്ന ഒരേയൊരുത്തനെ നീ വെട്ടിനുറുക്കിയപ്പോൾ ഞാൻ സഹിച്ചെന്നു കരുതിയോ, ക്ഷമിച്ചെന്നു കരുതിയോ നീ. പകരത്തിനു പകരം മാത്രം ചെയ്ത് പക തീർക്കാൻ മന്നാടിയാർ നിന്നെപ്പോലെ നാലാംതരം ക്രിമിനലല്ല. ചത്തു ശവമായിട്ടേ നീ ജയിലിനു പുറത്തേക്കിറങ്ങൂ. അതിനാണു ഞാൻ വന്നത്. നിന്നെ തൂക്കാൻ ഇവിടത്തെ നിയമത്തിനു ഭയമായിരുന്നു. മരിക്കാൻ നിനക്കും. പക്ഷേ, രണ്ടിനും മന്നാടിയാർക്കു ഭയല്ല്യാ. ഒരുങ്ങിയിരുന്നോ നീയ്.	ധ്രുവം
വഴി മാറെടാ മുണ്ടയ്ക്കൽ ശേഖരാ...	ദേവാസുരം
എന്റെ ഭീഷണിയെന്നു പറഞ്ഞാൽ ചില ഊച്ചാളി രാഷ്ട്രീയക്കാരെക്കൂട്ട് സ്ഥലംമാറ്റി കളയും എന്നൊന്നുമാവില്ല. കൊന്നുകളയും ഞാൻ. മടിക്കില്ല കേട്ടോ. പുതിയ ആളായതുകൊണ്ടാ. ഇവിടെ ചോദിച്ചാ മതി. 	ദേവാസുരം
അതെ. ചതിയും കള്ളവുമെല്ലാം ഞാൻ പ്രയോഗിക്കും. വേണ്ടിവന്നാൽ കരുത്തും. എന്റെ വിജയത്തിനു വേണ്ടി. ചില കളികള് ഞാൻ ജയിക്കാൻ വേണ്ടി മാത്രാ കളിക്കണേ.	ദേവാസുരം
നിനക്കതിനു കഴിയില്ല. തീർക്കാൻ കണക്കുകൾ ബാക്കിവയ്ക്കുന്ന സ്വഭാവം എനിക്കില്ല. അങ്ങനെയായിരുന്നുവെങ്കില് തളർന്നുപോയ ഈ കൈയിൽ ഒരു കത്തി കെട്ടിവച്ച് ഞാൻ വന്നേനേ, മുണ്ടയ്ക്കലെ വാതിലും ചവിട്ടിത്തുറന്ന്. പഴയ നീലകണ്ഠനെ മറക്കാൻ ഞാൻ തന്നെ ശ്രമിക്കയാ. ഓർമ്മിപ്പിക്കാൻ നീ വെറുതെ ശ്രമം നടത്തണ്ട. ശേഖരാ, നീ പോ.	ദേവാസുരം
ശേഖരാ, എനിക്കു ജീവിക്കണം. സ്വസ്ഥമായിട്ടു ജീവിക്കണം. അതിനു തടസ്സം നിക്കാൻ ഇനി നിന്റെ കൈകൾ ഉണ്ടാകരുത്. അതുകൊണ്ട് ഞാനിത് എടുക്കുവാ.	ദേവാസുരം
ആവശ്യത്തിനും അനാവശ്യത്തിനും ഞാൻ എടുത്തുപറഞ്ഞൊരു പേര്. എന്റെ അച്ഛന്റെ പേര്. അതിപ്പോൾ എന്റെ നാവിന്റെ തുമ്പിലിരുന്നു പൊള്ളുകയാണ്. ആദ്യമായി ഞാൻ വെറുക്കുകയാണ്. എനിക്ക്, എനിക്ക്, എനിക്കു വെറുപ്പാണ്.	ദേവാസുരം
